,type,gender,speaker,vowel,repetition,F0,F1,F2,F3,z0,z1,z2,z3,vowelChoice,vowelProb,typeChoice,typeProb
330,m,m,17,PALM,1,100,750,1150,2440,0.7714563106796115,6.889741697416974,9.383665594855305,14.337363636363635,PALM,0.8974245212166381,m,0.8874985629877675
331,m,m,17,PALM,2,95,703,1092,2320,0.7093917274939172,6.54751783702591,9.062568807339451,14.002523364485981,PALM,0.9502243949543139,m,0.9936802454571643
332,m,m,17,THOUGHT,1,97,565,780,2350,0.7342537676227516,5.469069306930693,7.102043795620437,14.087981438515083,THOUGHT,0.9646256208294444,m,0.9841791360126169
333,m,m,17,THOUGHT,2,106,584,849,2460,0.8455372700871249,5.62449685534591,7.573129227483089,14.391402714932125,THOUGHT,0.8958191157853307,m,0.9398220084348846
334,m,m,17,FOOT,1,105,420,1100,2140,0.8332203389830506,4.201176470588234,9.107581699346406,13.463512195121952,FOOT,0.9243949063121105,m,0.9999950051002973
335,m,m,17,FOOT,2,111,422,1200,2175,0.906943505552873,4.219714525608731,9.651012658227849,13.57199516324063,FOOT,0.8021008126593457,m,0.9999313465590272
336,m,m,17,GOOSE,1,117,315,1080,2260,0.980240731824747,3.182153846153846,8.994605263157895,13.827962085308057,GOOSE,0.9983737968970102,m,0.9987044026534404
337,m,m,17,GOOSE,2,125,326,1125,2210,1.0773141486810551,3.2932983377077862,9.246742301458672,13.678657074340528,GOOSE,0.9921822550906766,m,0.9998976574112745
338,m,m,17,NURSE,1,111,444,1300,1625,0.906943505552873,4.421597337770382,10.161104294478529,11.6223709902371,NURSE,0.9999999999999961,m,0.9948512902941647
339,m,m,17,NURSE,2,109,469,1288,1600,0.8824166263895601,4.6465706051873195,10.10155172413793,11.51943820224719,NURSE,0.9999999999999994,m,0.9946017557359502
340,m,m,18,FLEECE,1,124,210,2100,3090,1.0652207293666027,2.064516129032258,13.337241379310345,15.874534653465345,FLEECE,0.999998799038121,m,0.9999533011669198
341,m,m,18,FLEECE,2,130,220,2080,3180,1.1376076555023922,2.175596330275229,13.273168316831683,16.05673151750973,FLEECE,0.9999988300266619,m,0.9996815408138621
342,m,m,18,KIT,1,128,280,2000,2710,1.1135249042145592,2.82125,13.01040404040404,15.027837259100643,KIT,0.5113545398984316,m,0.9999996314348358
343,m,m,18,KIT,2,130,310,1950,2670,1.1376076555023922,3.131277533039648,12.84071611253197,14.930626349892009,KIT,0.9942996737572144,m,0.9999987704602039
344,m,m,18,DRESS,1,121,470,1910,2580,1.02887073522345,4.6554732510288055,12.701808785529716,14.705638766519824,KIT,0.5933563977280181,m,0.993583183477289
345,m,m,18,DRESS,2,129,490,1930,2650,1.1255720440402106,4.832,12.771619537275065,14.881388286334058,KIT,0.8525472601081031,m,0.9995909764094913
346,m,m,18,TRAP,1,116,640,1620,2200,0.9680539499036607,6.069384615384615,11.601899441340782,13.648365384615385,TRAP,0.9915078484982865,m,0.9986714718732596
347,m,m,18,TRAP,2,118,650,1580,2360,0.9924157844080848,6.146819923371647,11.436045197740114,14.116203703703704,TRAP,0.9962432564335927,m,0.9990952256559107
348,m,m,18,STRUT,1,121,610,1100,2230,1.02887073522345,5.833463035019455,9.107581699346406,13.738806682577566,STRUT,0.9440446273647062,m,0.9968997834611706
349,m,m,18,STRUT,2,126,620,1120,2330,1.089395973154362,5.912713178294573,9.219090909090909,14.031142191142191,STRUT,0.8495743010797853,m,0.9995512683829796
350,m,m,18,PALM,1,118,700,1100,2240,0.9924157844080848,6.525263157894736,9.107581699346406,13.768666666666666,PALM,0.8877966194404423,m,0.9988571857420595
351,m,m,18,PALM,2,120,670,1100,2220,1.0167307692307692,6.299923954372623,9.107581699346406,13.708803827751197,STRUT,0.46013408705442793,m,0.9962711862619412
352,m,m,18,THOUGHT,1,122,460,720,2180,1.0409990393852064,4.566115702479338,6.672686567164178,13.587342995169083,THOUGHT,0.9921551683127082,m,0.9999995699536155
353,m,m,18,THOUGHT,2,118,470,690,2200,0.9924157844080848,4.6554732510288055,6.450716981132074,13.648365384615385,THOUGHT,0.9975649267268694,m,0.9999997192089565
354,m,m,18,FOOT,1,129,320,770,1860,1.1255720440402106,3.232807017543859,7.0317948717948715,12.524083769633508,FOOT,0.9826816991534675,m,0.9999999936300346
355,m,m,18,FOOT,2,130,310,790,1920,1.1376076555023922,3.131277533039648,7.171781818181818,12.736804123711343,FOOT,0.9873095743175696,m,0.9999999910083203
356,m,m,18,GOOSE,1,140,210,670,1900,1.2573333333333332,2.064516129032258,6.299923954372623,12.666632124352331,GOOSE,0.9991893554348158,m,0.9999999999999857
357,m,m,18,GOOSE,2,148,240,730,1850,1.3522960151802654,2.3947272727272724,6.745576208178438,12.487979002624673,GOOSE,0.9566499120537557,m,0.9999999999986513
358,m,m,18,NURSE,1,128,390,1320,1550,1.1135249042145592,3.91931914893617,10.25939024390244,11.309173789173789,NURSE,1.0,w,0.5374973638777383
359,m,m,18,NURSE,2,124,420,1240,1510,1.0652207293666027,4.201176470588234,9.858875000000001,11.136599423631123,NURSE,1.0,w,0.64959369459771
360,m,m,19,FLEECE,1,129,190,2650,3280,1.1255720440402106,1.839255813953488,14.881388286334058,16.2518320610687,FLEECE,0.9999999915426796,m,0.9742559424129584
361,m,m,19,FLEECE,2,135,190,2700,3170,1.197613365155131,1.839255813953488,15.003690987124465,16.036803118908377,FLEECE,0.9999994140525394,m,0.9896486248022609
362,m,m,19,KIT,1,132,370,1750,2700,1.161644359464627,3.7273819742489263,12.116226415094339,15.003690987124465,KIT,0.998454212040034,m,0.9992751298037006
363,m,m,19,KIT,2,130,370,1800,2750,1.1376076555023922,3.7273819742489263,12.304574468085109,15.123397027600848,KIT,0.9981989786722978,m,0.9979788138202031
364,m,m,19,DRESS,1,122,370,1680,2560,1.0409990393852064,3.7273819742489263,11.843846153846153,14.654424778761062,DRESS,0.7267190213118192,m,0.9835730769092841
365,m,m,19,DRESS,2,125,375,1700,2500,1.0773141486810551,3.775674518201284,11.92273224043716,14.498026905829596,KIT,0.5856333576422349,m,0.9991128588744701
366,m,m,19,TRAP,1,121,550,1570,2600,1.02887073522345,5.344701195219123,11.393994334277622,14.75640350877193,DRESS,0.5663931728325919,m,0.9846775643324042
367,m,m,19,TRAP,2,120,530,1610,2650,1.0167307692307692,5.176546184738955,11.56078431372549,14.881388286334058,TRAP,0.6823413037993751,m,0.9173909642131044
368,m,m,19,STRUT,1,118,570,1050,2500,0.9924157844080848,5.5101976284584975,8.822325581395349,14.498026905829596,STRUT,0.5484170674901965,m,0.7591418222866433
369,m,m,19,STRUT,2,125,590,1100,2480,1.0773141486810551,5.673098039215685,9.107581699346406,14.444954954954955,STRUT,0.6559429300505425,m,0.730034012625834
370,m,m,19,PALM,1,112,640,970,2870,0.919189189189189,6.069384615384615,8.345665529010239,15.400579710144926,PALM,0.8575960447803147,m,0.8600855741622342
371,m,m,19,PALM,2,122,670,980,2900,1.0409990393852064,6.299923954372623,8.406666666666666,15.467736625514403,PALM,0.8786831122816098,m,0.8756820926073514
372,m,m,19,THOUGHT,1,113,560,860,2900,0.9314230583695127,5.427777777777777,7.646099290780142,15.467736625514403,THOUGHT,0.993864505644815,w,0.801431786797333
373,m,m,19,THOUGHT,2,121,570,820,2820,1.02887073522345,5.5101976284584975,7.377985611510791,15.286778242677824,THOUGHT,0.999010308466305,w,0.9388639920779218
374,m,m,19,FOOT,1,125,350,1000,2500,1.0773141486810551,3.532121212121212,8.527432432432432,14.498026905829596,GOOSE,0.7980636899273842,w,0.9933703731040343
375,m,m,19,FOOT,2,130,380,920,2370,1.1376076555023922,3.8237606837606837,8.034305555555555,14.144295612009238,FOOT,0.9217288201198545,m,0.983368028881592
376,m,m,19,GOOSE,1,130,250,1000,2100,1.1376076555023922,2.502805429864253,8.527432432432432,13.337241379310345,GOOSE,0.9999616954232513,m,0.9999999460040436
377,m,m,19,GOOSE,2,140,210,960,1940,1.2573333333333332,2.064516129032258,8.284246575342467,12.806256410256411,GOOSE,0.8762772661111774,m,0.9999999978132695
378,m,m,19,NURSE,1,130,360,1300,1920,1.1376076555023922,3.630172413793103,10.161104294478529,12.736804123711343,FOOT,0.911934567178733,m,0.9635181862033612
379,m,m,19,NURSE,2,133,370,1300,1760,1.1736454849498328,3.7273819742489263,10.161104294478529,12.154301075268819,NURSE,0.9999997711548183,m,0.9583989251446555
380,m,m,20,FLEECE,1,127,250,2180,2660,1.1014662194537612,2.502805429864253,13.587342995169083,14.906060606060604,FLEECE,0.9943920287672781,m,0.9999999996489676
381,m,m,20,FLEECE,2,131,260,2210,2780,1.1496317551410808,2.60990990990991,13.678657074340528,15.194008438818564,FLEECE,0.9976728274140679,m,0.9999997679684002
382,m,m,20,KIT,1,121,400,1900,2440,1.02887073522345,4.014067796610169,12.666632124352331,14.337363636363635,KIT,0.954506618863972,m,0.9992545418659173
383,m,m,20,KIT,2,122,350,1980,2480,1.0409990393852064,3.532121212121212,12.943045685279186,14.444954954954955,KIT,0.922461042916652,m,0.9999162558072425
384,m,m,20,DRESS,1,116,560,1670,2310,0.9680539499036607,5.427777777777777,11.804077134986226,13.973770491803277,DRESS,0.9926785872887541,m,0.9990553897086216
385,m,m,20,DRESS,2,124,530,1700,2380,1.0652207293666027,5.176546184738955,11.92273224043716,14.172258064516129,DRESS,0.9454421729219228,m,0.955934446960373
386,m,m,20,TRAP,1,120,680,1470,2280,1.0167307692307692,6.37560606060606,10.96,13.886698113207547,TRAP,0.9592098873695072,m,0.9991099345151956
387,m,m,20,TRAP,2,119,620,1580,2320,1.0045791245791247,5.912713178294573,11.436045197740114,14.002523364485981,TRAP,0.8761502740112668,m,0.9996577491804285
388,m,m,20,STRUT,1,120,620,1100,2390,1.0167307692307692,5.912713178294573,9.107581699346406,14.200091954022987,STRUT,0.9404796002469443,m,0.9975845601473757
389,m,m,20,STRUT,2,125,640,1110,2370,1.0773141486810551,6.069384615384615,9.163517915309447,14.144295612009238,STRUT,0.7450704504636135,m,0.99812720274179
390,m,m,20,PALM,1,115,630,980,2330,0.9558554216867468,5.991351351351351,8.406666666666666,14.031142191142191,PALM,0.4677585725628003,m,0.9931744208598665
391,m,m,20,PALM,2,121,670,940,2380,1.02887073522345,6.299923954372623,8.160137931034482,14.172258064516129,STRUT,0.7203367766441789,m,0.9655085128918584
392,m,m,20,THOUGHT,1,112,560,790,2480,0.919189189189189,5.427777777777777,7.171781818181818,14.444954954954955,THOUGHT,0.9936309339893087,m,0.9843825540662297
393,m,m,20,THOUGHT,2,120,610,840,2420,1.0167307692307692,5.833463035019455,7.512999999999999,14.28283105022831,PALM,0.6004995961265223,m,0.8384250503697985
394,m,m,20,FOOT,1,121,360,860,2200,1.02887073522345,3.630172413793103,7.646099290780142,13.648365384615385,GOOSE,0.7241669949816626,m,0.9959813665870871
395,m,m,20,FOOT,2,120,400,840,2200,1.0167307692307692,4.014067796610169,7.512999999999999,13.648365384615385,FOOT,0.954855306822413,m,0.9987658727692147
396,m,m,20,GOOSE,1,140,280,670,2140,1.2573333333333332,2.82125,6.299923954372623,13.463512195121952,GOOSE,0.9995775316006658,m,0.9999998721140994
397,m,m,20,GOOSE,2,126,250,720,2190,1.089395973154362,2.502805429864253,6.672686567164178,13.617927710843373,GOOSE,0.99998807197222,m,0.9999998674625956
398,m,m,20,NURSE,1,120,480,1410,1760,1.0167307692307692,4.744098360655737,10.687240356083088,12.154301075268819,NURSE,0.9999999992802086,m,0.9213222628221049
399,m,m,20,NURSE,2,121,470,1330,1700,1.02887073522345,4.6554732510288055,10.308085106382979,11.92273224043716,NURSE,0.9999999999744134,m,0.9443331537822147
400,m,m,21,FLEECE,1,155,280,2400,2910,1.4347990543735225,2.82125,14.227798165137616,15.48993839835729,FLEECE,0.9990862428542154,m,0.9934261920298926
401,m,m,21,FLEECE,2,150,300,2320,2960,1.3759241706161136,3.0288495575221237,14.002523364485981,15.59959349593496,FLEECE,0.975980753098969,m,0.7699885978262555
402,m,m,21,KIT,1,142,410,2060,2680,1.2811417697431018,4.10801687763713,13.208457711442787,14.955086206896551,KIT,0.9781386147766434,m,0.9980272435360301
403,m,m,21,KIT,2,150,450,2050,2670,1.3759241706161136,4.476016597510373,13.175860349127182,14.930626349892009,KIT,0.7818684167869968,m,0.9955019337812319
404,m,m,21,DRESS,1,135,540,1900,2530,1.197613365155131,5.260959999999999,12.666632124352331,14.576748329621381,DRESS,0.9647841194682314,m,0.9994223698578085
405,m,m,21,DRESS,2,135,540,1920,2520,1.197613365155131,5.260959999999999,12.736804123711343,14.550625,DRESS,0.9575760029584452,m,0.9990207170091645
406,m,m,21,TRAP,1,138,620,1800,2440,1.2334795042898,5.912713178294573,12.304574468085109,14.337363636363635,TRAP,0.7059716185361606,m,0.9968932481136317
407,m,m,21,TRAP,2,140,690,1820,2480,1.2573333333333332,6.450716981132074,12.37851851851852,14.444954954954955,TRAP,0.996915462969257,m,0.9990753474187591
408,m,m,21,STRUT,1,150,630,1200,2600,1.3759241706161136,5.991351351351351,9.651012658227849,14.75640350877193,STRUT,0.7685347154589648,m,0.8120381542496042
409,m,m,21,STRUT,2,140,680,1290,2600,1.2573333333333332,6.37560606060606,10.111507692307692,14.75640350877193,STRUT,0.9421757981529018,m,0.9484355633534857
410,m,m,21,PALM,1,145,740,1110,2500,1.3167695961995247,6.817925925925925,9.163517915309447,14.498026905829596,PALM,0.9778832569813756,m,0.981366183073374
411,m,m,21,PALM,2,143,700,1060,2720,1.2930290061816452,6.525263157894736,8.880132450331127,15.051880341880342,THOUGHT,0.5932303914613224,m,0.5180784931861803
412,m,m,21,THOUGHT,1,146,600,970,2570,1.3286229819563151,5.753593749999999,8.345665529010239,14.680088300220751,THOUGHT,0.9035847237347234,m,0.7717921770193703
413,m,m,21,THOUGHT,2,138,650,880,2660,1.2334795042898,6.146819923371647,7.777323943661972,14.906060606060604,THOUGHT,0.5950435850603844,m,0.6724877970554296
414,m,m,21,FOOT,1,142,430,1130,2440,1.2811417697431018,4.293556485355648,9.27430420711974,14.337363636363635,FOOT,0.9891423194825534,m,0.9700529585317815
415,m,m,21,FOOT,2,143,430,1150,2420,1.2930290061816452,4.293556485355648,9.383665594855305,14.28283105022831,FOOT,0.9927070893229193,m,0.9829449666883554
416,m,m,21,GOOSE,1,142,280,990,2330,1.2811417697431018,2.82125,8.467254237288135,14.031142191142191,GOOSE,0.9999767154486686,m,0.9999600244469715
417,m,m,21,GOOSE,2,145,290,1000,2300,1.3167695961995247,2.9255111111111107,8.527432432432432,13.944882629107981,GOOSE,0.9999737470255866,m,0.9999253669999968
418,m,m,21,NURSE,1,150,420,1350,1600,1.3759241706161136,4.201176470588234,10.404592145015107,11.51943820224719,NURSE,1.0,m,0.9905998779621081
419,m,m,21,NURSE,2,150,450,1350,1600,1.3759241706161136,4.476016597510373,10.404592145015107,11.51943820224719,NURSE,1.0,m,0.9919685800109488
420,m,m,22,FLEECE,1,135,300,2300,2800,1.197613365155131,3.0288495575221237,13.944882629107981,15.240588235294117,FLEECE,0.9980624199006125,m,0.9999939603723323
421,m,m,22,FLEECE,2,135,350,2240,2760,1.197613365155131,3.532121212121212,13.768666666666666,15.147033898305084,KIT,0.8627950041190412,m,0.9985154157247529
422,m,m,22,KIT,1,136,410,2200,2680,1.2095801526717556,4.10801687763713,13.648365384615385,14.955086206896551,KIT,0.9782685623119528,m,0.9959589735726647
423,m,m,22,KIT,2,138,440,2080,2520,1.2334795042898,4.385166666666667,13.273168316831683,14.550625,KIT,0.4538949972659809,m,0.8267108518220242
424,m,m,22,DRESS,1,133,580,1870,2320,1.1736454849498328,5.591968503937007,12.560000000000002,14.002523364485981,DRESS,0.7070444249746487,m,0.9775890300639537
425,m,m,22,DRESS,2,127,520,1900,2400,1.1014662194537612,5.091451612903225,12.666632124352331,14.227798165137616,DRESS,0.8105701397591601,m,0.8231746945635229
426,m,m,22,TRAP,1,130,760,1920,2480,1.1376076555023922,6.961029411764705,12.736804123711343,14.444954954954955,TRAP,0.9810715214605419,m,0.9662568931455164
427,m,m,22,TRAP,2,132,670,1850,2560,1.161644359464627,6.299923954372623,12.487979002624673,14.654424778761062,TRAP,0.9892983792432548,m,0.9963804494062433
428,m,m,22,STRUT,1,139,810,1110,2100,1.2454121010004764,7.309747292418772,9.163517915309447,13.337241379310345,STRUT,0.811892162081254,m,0.9999999786504176
429,m,m,22,STRUT,2,131,770,1150,2100,1.1496317551410808,7.0317948717948715,9.383665594855305,13.337241379310345,PALM,0.8191456619709656,m,0.9999999769839214
430,m,m,22,PALM,1,141,700,1040,2120,1.2692432175154686,6.525263157894736,8.764133333333334,13.400686274509804,PALM,0.9757188729150081,m,0.9999543106963144
431,m,m,22,PALM,2,125,750,1160,2080,1.0773141486810551,6.889741697416974,9.437820512820513,13.273168316831683,STRUT,0.7481768802937153,m,0.9999999597583852
432,m,m,22,THOUGHT,1,133,670,920,2240,1.1736454849498328,6.299923954372623,8.034305555555555,13.768666666666666,THOUGHT,0.9450514268249662,m,0.632848505112951
433,m,m,22,THOUGHT,2,142,570,850,2250,1.2811417697431018,5.5101976284584975,7.579786476868327,13.798384798099764,THOUGHT,0.7038002817927757,m,0.9951776986971441
434,m,m,22,FOOT,1,140,550,970,2200,1.2573333333333332,5.344701195219123,8.345665529010239,13.648365384615385,THOUGHT,0.678743453748038,m,0.9766978325438896
435,m,m,22,FOOT,2,141,490,870,2240,1.2692432175154686,4.832,7.711943462897525,13.768666666666666,FOOT,0.6415592480817862,m,0.9924065177702077
436,m,m,22,GOOSE,1,150,300,600,2300,1.3759241706161136,3.0288495575221237,5.753593749999999,13.944882629107981,GOOSE,0.9975466275237013,m,0.7335472110560431
437,m,m,22,GOOSE,2,148,230,570,2100,1.3522960151802654,2.285662100456621,5.5101976284584975,13.337241379310345,GOOSE,0.9999998851391669,m,0.9999999998607547
438,m,m,22,NURSE,1,140,560,1520,2100,1.2573333333333332,5.427777777777777,11.180114942528734,13.337241379310345,NURSE,0.9272535745748502,m,0.5872471303331409
439,m,m,22,NURSE,2,140,540,1570,2050,1.2573333333333332,5.260959999999999,11.393994334277622,13.175860349127182,NURSE,0.9989484428650599,w,0.7869448690473143
440,m,m,23,FLEECE,1,125,240,2100,2900,1.0773141486810551,2.3947272727272724,13.337241379310345,15.467736625514403,FLEECE,0.9999960969188156,m,0.9999903022488523
441,m,m,23,FLEECE,2,119,240,2150,2860,1.0045791245791247,2.3947272727272724,13.494695863746959,15.378008298755185,FLEECE,0.9999870426135694,m,0.999998180439799
442,m,m,23,KIT,1,130,380,1870,2450,1.1376076555023922,3.8237606837606837,12.560000000000002,14.364444444444445,KIT,0.8095579473674572,m,0.999808786338356
443,m,m,23,KIT,2,120,430,1710,2350,1.0167307692307692,4.293556485355648,11.961852861035425,14.087981438515083,KIT,0.836564528801112,m,0.910835367737813
444,m,m,23,DRESS,1,119,580,1770,2500,1.0045791245791247,5.591968503937007,12.192171581769436,14.498026905829596,DRESS,0.8687620773901735,m,0.9986053603142473
445,m,m,23,DRESS,2,117,570,1750,2400,0.980240731824747,5.5101976284584975,12.116226415094339,14.227798165137616,DRESS,0.8551239285120737,m,0.9972676687235699
446,m,m,23,TRAP,1,115,760,1580,2440,0.9558554216867468,6.961029411764705,11.436045197740114,14.337363636363635,TRAP,0.925054198666743,m,0.9251921062283973
447,m,m,23,TRAP,2,110,715,1500,2300,0.8946859903381643,6.63603738317757,11.092832369942197,13.944882629107981,TRAP,0.9886248651673029,m,0.9945035194439589
448,m,m,23,STRUT,1,124,620,880,2500,1.0652207293666027,5.912713178294573,7.777323943661972,14.498026905829596,THOUGHT,0.9794560223355122,m,0.9925573399133545
449,m,m,23,STRUT,2,124,650,1000,2520,1.0652207293666027,6.146819923371647,8.527432432432432,14.550625,PALM,0.7284848382441985,m,0.9403581632438456
450,m,m,23,PALM,1,119,710,950,2520,1.0045791245791247,6.599250936329588,8.222405498281786,14.550625,PALM,0.9698609413148838,m,0.9926691002225613
451,m,m,23,PALM,2,120,690,960,2520,1.0167307692307692,6.450716981132074,8.284246575342467,14.550625,PALM,0.8765726469342566,m,0.9923402448167341
452,m,m,23,THOUGHT,1,125,460,610,2500,1.0773141486810551,4.566115702479338,5.833463035019455,14.498026905829596,THOUGHT,0.9993672419577847,m,0.9997435384052067
453,m,m,23,THOUGHT,2,120,470,710,2500,1.0167307692307692,4.6554732510288055,6.599250936329588,14.498026905829596,THOUGHT,0.9990743796280802,m,0.9993740728929333
454,m,m,23,FOOT,1,125,390,900,2100,1.0773141486810551,3.91931914893617,7.906713286713287,13.337241379310345,GOOSE,0.9673688048266491,m,0.9999981995129019
455,m,m,23,FOOT,2,125,460,920,2140,1.0773141486810551,4.566115702479338,8.034305555555555,13.463512195121952,FOOT,0.9979186534670704,m,0.9999990663149777
456,m,m,23,GOOSE,1,125,250,690,2080,1.0773141486810551,2.502805429864253,6.450716981132074,13.273168316831683,GOOSE,0.9999998430944552,m,0.9999999999396748
457,m,m,23,GOOSE,2,130,270,650,2050,1.1376076555023922,2.716053811659193,6.146819923371647,13.175860349127182,GOOSE,0.9999960283332363,m,0.9999999999549679
458,m,m,23,NURSE,1,122,540,1280,1720,1.0409990393852064,5.260959999999999,10.061604938271605,12.000760869565216,NURSE,0.9999999998386134,m,0.9948571814705628
459,m,m,23,NURSE,2,118,510,1280,1650,0.9924157844080848,5.005668016194331,10.061604938271605,11.72387811634349,NURSE,0.9999999999989142,m,0.985558640819536
460,m,m,24,FLEECE,1,148,280,2450,2700,1.3522960151802654,2.82125,14.364444444444445,15.003690987124465,FLEECE,0.9848440735257782,m,0.999999878085266
461,m,m,24,FLEECE,2,160,288,2500,2880,1.4933962264150942,2.904733096085409,14.498026905829596,15.423057851239669,FLEECE,0.9997614140087201,m,0.9984981430009922
462,m,m,24,KIT,1,160,400,2080,2530,1.4933962264150942,4.014067796610169,13.273168316831683,14.576748329621381,KIT,0.857559539409768,m,0.9943521884347358
463,m,m,24,KIT,2,153,384,2110,2500,1.4112825366777093,3.8620819112627975,13.369041769041768,14.498026905829596,KIT,0.8879683696523203,m,0.9994798935799505
464,m,m,24,DRESS,1,138,590,1900,2200,1.2334795042898,5.673098039215685,12.666632124352331,13.648365384615385,DRESS,0.6064669940743588,m,0.8991413878714187
465,m,m,24,DRESS,2,153,583,1840,2250,1.4112825366777093,5.616374360990955,12.451684210526317,13.798384798099764,DRESS,0.9643901545603083,m,0.9879959560165134
466,m,m,24,TRAP,1,145,680,1850,2400,1.3167695961995247,6.37560606060606,12.487979002624673,14.227798165137616,TRAP,0.996063744538205,m,0.9968476106215448
467,m,m,24,TRAP,2,140,685,1780,2160,1.2573333333333332,6.413232514177693,12.229839572192514,13.525728155339806,TRAP,0.9951091068750101,m,0.9955369462955067
468,m,m,24,STRUT,1,143,660,1370,2110,1.2930290061816452,6.223664122137404,10.49993993993994,13.369041769041768,STRUT,0.9959043200297949,m,0.999820653309672
469,m,m,24,STRUT,2,145,680,1300,2100,1.3167695961995247,6.37560606060606,10.161104294478529,13.337241379310345,STRUT,0.97686905749256,m,0.9999698531318771
470,m,m,24,PALM,1,140,760,1260,2120,1.2573333333333332,6.961029411764705,9.960869565217392,13.400686274509804,PALM,0.8857484247689799,m,0.9999998652182814
471,m,m,24,PALM,2,135,770,1140,2020,1.197613365155131,7.0317948717948715,9.329161290322581,13.077085427135678,PALM,0.8949434336567493,m,0.9999995704827515
472,m,m,24,THOUGHT,1,145,500,800,1850,1.3167695961995247,4.9191869918699185,7.241014492753622,12.487979002624673,FOOT,0.9228252363314913,m,0.9997759477189303
473,m,m,24,THOUGHT,2,132,600,1000,2000,1.161644359464627,5.753593749999999,8.527432432432432,13.01040404040404,THOUGHT,0.9829719071539327,m,0.9999989127880821
474,m,m,24,FOOT,1,157,380,1060,1950,1.4582711384034008,3.8237606837606837,8.880132450331127,12.84071611253197,FOOT,0.9035010211687268,m,0.9927505941211789
475,m,m,24,FOOT,2,150,470,1220,2150,1.3759241706161136,4.6554732510288055,9.755597484276729,13.494695863746959,FOOT,0.9935142301010843,m,0.9999145732596001
476,m,m,24,GOOSE,1,162,324,800,2220,1.5167577756833175,3.2731698774080558,7.241014492753622,13.708803827751197,GOOSE,0.6856933373846197,m,0.9943825820844641
477,m,m,24,GOOSE,2,139,290,800,2150,1.2454121010004764,2.9255111111111107,7.241014492753622,13.494695863746959,GOOSE,0.9988546385202842,m,0.9999971386418767
478,m,m,24,NURSE,1,150,560,1350,1780,1.3759241706161136,5.427777777777777,10.404592145015107,12.229839572192514,NURSE,0.9999999865483811,m,0.7435286798405342
479,m,m,24,NURSE,2,150,600,1470,1820,1.3759241706161136,5.753593749999999,10.96,12.37851851851852,NURSE,0.9999977152353583,m,0.9357830108132483
480,m,m,25,FLEECE,1,110,250,2190,3000,0.8946859903381643,2.502805429864253,13.617927710843373,15.685725806451613,FLEECE,0.9999032933489412,m,0.9988466486704065
481,m,m,25,FLEECE,2,106,254,2085,2890,0.8455372700871249,2.5457633242999096,13.289245982694686,15.445443298969073,FLEECE,0.999980230259439,m,0.9999807465523416
482,m,m,25,KIT,1,111,330,1967,2670,0.906943505552873,3.3334497816593887,12.898894830659538,14.930626349892009,KIT,0.9975009188373885,m,0.99999302723858
483,m,m,25,KIT,2,108,430,1940,2590,0.8701353965183751,4.293556485355648,12.806256410256411,14.731076923076923,KIT,0.8907006308674068,m,0.9963934869682652
484,m,m,25,DRESS,1,116,464,2100,2700,0.9680539499036607,4.601947194719471,13.337241379310345,15.003690987124465,KIT,0.8363676879514446,m,0.9661653095939229
485,m,m,25,DRESS,2,105,504,1995,2780,0.8332203389830506,4.953863636363636,12.99362831858407,15.194008438818564,DRESS,0.9626968531240303,m,0.8344597143296512
486,m,m,25,TRAP,1,94,595,1900,2700,0.6969425511197662,5.713424657534246,12.666632124352331,15.003690987124465,DRESS,0.6051915352664086,m,0.8590585371089904
487,m,m,25,TRAP,2,100,670,1860,2500,0.7714563106796115,6.299923954372623,12.524083769633508,14.498026905829596,TRAP,0.9864481079879467,m,0.9996964724766926
488,m,m,25,STRUT,1,96,620,1200,2420,0.7218287937743189,5.912713178294573,9.651012658227849,14.28283105022831,STRUT,0.9844158037572717,m,0.9987688098415799
489,m,m,25,STRUT,2,105,630,1127,2420,0.8332203389830506,5.991351351351351,9.257777777777779,14.28283105022831,STRUT,0.8946537742935178,m,0.9965109384265347
490,m,m,25,PALM,1,100,750,1160,2360,0.7714563106796115,6.889741697416974,9.437820512820513,14.116203703703704,PALM,0.9923286880969809,m,0.8551249886316432
491,m,m,25,PALM,2,96,740,1155,2330,0.7218287937743189,6.817925925925925,9.410786516853932,14.031142191142191,PALM,0.9974043951976728,m,0.9528627880744628
492,m,m,25,THOUGHT,1,101,460,740,2300,0.7838330907326541,4.566115702479338,6.817925925925925,13.944882629107981,THOUGHT,0.5018938227909487,m,0.9976142416410896
493,m,m,25,THOUGHT,2,105,494,789,2420,0.8332203389830506,4.866960065199673,7.164830847580938,14.28283105022831,THOUGHT,0.9982534673597389,m,0.9995069330805109
494,m,m,25,FOOT,1,113,400,1020,2200,0.9314230583695127,4.014067796610169,8.646577181208054,13.648365384615385,FOOT,0.7554649225841726,m,0.9968359594445897
495,m,m,25,FOOT,2,128,450,1028,2160,1.1135249042145592,4.476016597510373,8.693788487282463,13.525728155339806,FOOT,0.9960055693646529,m,0.9999860016946625
496,m,m,25,GOOSE,1,140,392,1000,2120,1.2573333333333332,3.9383333333333326,8.527432432432432,13.400686274509804,GOOSE,0.5129283208838425,m,0.9999966036458412
497,m,m,25,GOOSE,2,116,350,898,2140,0.9680539499036607,3.532121212121212,7.893855843247025,13.463512195121952,GOOSE,0.947761503845916,m,0.9999842940140263
